CÓDIGO MLB,ORIGEM,LINK DO ANÚNCIO,PREÇO DE TABELA,PREÇO VIGENTE,DESCONTO,TIPO DE PROMOÇÃO,VISITAS,DATA DA CONSULTA
MLB3468793547,items_list,https://produto.mercadolivre.com.br/MLB-3468793547-_JM,,,,,,
MLB3468754351,items_list,https://produto.mercadolivre.com.br/MLB-3468754351-_JM,,,,,,
MLB4107436942,items_list,https://produto.mercadolivre.com.br/MLB-4107436942-_JM,,,,,,
MLB4107436620,items_list,https://produto.mercadolivre.com.br/MLB-4107436620-_JM,,,,,,
MLB3472482831,items_list,https://produto.mercadolivre.com.br/MLB-3472482831-_JM,,,,,,
MLB4109988008,items_list,https://produto.mercadolivre.com.br/MLB-4109988008-_JM,,,,,,
MLB4109987618,items_list,https://produto.mercadolivre.com.br/MLB-4109987618-_JM,,,,,,
MLB4109978038,items_list,https://produto.mercadolivre.com.br/MLB-4109978038-_JM,,,,,,
MLB4109972336,items_list,https://produto.mercadolivre.com.br/MLB-4109972336-_JM,,,,,,
MLB4109960224,items_list,https://produto.mercadolivre.com.br/MLB-4109960224-_JM,,,,,,
MLB4109923576,items_list,https://produto.mercadolivre.com.br/MLB-4109923576-_JM,,,,,,
MLB3473628875,items_list,https://produto.mercadolivre.com.br/MLB-3473628875-_JM,,,,,,
MLB3485554083,items_list,https://produto.mercadolivre.com.br/MLB-3485554083-_JM,,,,,,
MLB3486671137,items_list,https://produto.mercadolivre.com.br/MLB-3486671137-_JM,,,,,,
MLB4184523602,items_list,https://produto.mercadolivre.com.br/MLB-4184523602-_JM,,,,,,
MLB3503611375,items_list,https://produto.mercadolivre.com.br/MLB-3503611375-_JM,,,,,,
MLB4199831184,items_list,https://produto.mercadolivre.com.br/MLB-4199831184-_JM,,,,,,
MLB4218751254,items_list,https://produto.mercadolivre.com.br/MLB-4218751254-_JM,,,,,,
MLB4218710114,items_list,https://produto.mercadolivre.com.br/MLB-4218710114-_JM,,,,,,
MLB3517577189,items_list,https://produto.mercadolivre.com.br/MLB-3517577189-_JM,,,,,,
MLB3526273541,items_list,https://produto.mercadolivre.com.br/MLB-3526273541-_JM,,,,,,
MLB3533619957,items_list,https://produto.mercadolivre.com.br/MLB-3533619957-_JM,,,,,,
MLB3534575353,items_list,https://produto.mercadolivre.com.br/MLB-3534575353-_JM,,,,,,
MLB3534563241,items_list,https://produto.mercadolivre.com.br/MLB-3534563241-_JM,,,,,,
MLB3538943789,items_list,https://produto.mercadolivre.com.br/MLB-3538943789-_JM,,,,,,
MLB3540278993,items_list,https://produto.mercadolivre.com.br/MLB-3540278993-_JM,,,,,,
MLB4110013040,items_list,https://produto.mercadolivre.com.br/MLB-4110013040-_JM,,,,,,
MLB4296359822,items_list,https://produto.mercadolivre.com.br/MLB-4296359822-_JM,,,,,,
MLB4296359746,items_list,https://produto.mercadolivre.com.br/MLB-4296359746-_JM,,,,,,
MLB4296359618,items_list,https://produto.mercadolivre.com.br/MLB-4296359618-_JM,,,,,,
MLB4296334700,items_list,https://produto.mercadolivre.com.br/MLB-4296334700-_JM,,,,,,
MLB4296333532,items_list,https://produto.mercadolivre.com.br/MLB-4296333532-_JM,,,,,,
MLB4296307640,items_list,https://produto.mercadolivre.com.br/MLB-4296307640-_JM,,,,,,
MLB4296298422,items_list,https://produto.mercadolivre.com.br/MLB-4296298422-_JM,,,,,,
MLB4296282858,items_list,https://produto.mercadolivre.com.br/MLB-4296282858-_JM,,,,,,
MLB4296281642,items_list,https://produto.mercadolivre.com.br/MLB-4296281642-_JM,,,,,,
MLB4296256074,items_list,https://produto.mercadolivre.com.br/MLB-4296256074-_JM,,,,,,
MLB4296255658,items_list,https://produto.mercadolivre.com.br/MLB-4296255658-_JM,,,,,,
MLB4296255576,items_list,https://produto.mercadolivre.com.br/MLB-4296255576-_JM,,,,,,
MLB4296244572,items_list,https://produto.mercadolivre.com.br/MLB-4296244572-_JM,,,,,,
MLB4296243256,items_list,https://produto.mercadolivre.com.br/MLB-4296243256-_JM,,,,,,
MLB3542371775,items_list,https://produto.mercadolivre.com.br/MLB-3542371775-_JM,,,,,,
MLB3542358839,items_list,https://produto.mercadolivre.com.br/MLB-3542358839-_JM,,,,,,
MLB3542357501,items_list,https://produto.mercadolivre.com.br/MLB-3542357501-_JM,,,,,,
MLB3542345239,items_list,https://produto.mercadolivre.com.br/MLB-3542345239-_JM,,,,,,
MLB3542344785,items_list,https://produto.mercadolivre.com.br/MLB-3542344785-_JM,,,,,,
MLB3542333035,items_list,https://produto.mercadolivre.com.br/MLB-3542333035-_JM,,,,,,
MLB3542293991,items_list,https://produto.mercadolivre.com.br/MLB-3542293991-_JM,,,,,,
MLB3546507557,items_list,https://produto.mercadolivre.com.br/MLB-3546507557-_JM,,,,,,
MLB4308532014,items_list,https://produto.mercadolivre.com.br/MLB-4308532014-_JM,,,,,,
MLB4308210378,items_list,https://produto.mercadolivre.com.br/MLB-4308210378-_JM,,,,,,
MLB4329941574,items_list,https://produto.mercadolivre.com.br/MLB-4329941574-_JM,,,,,,
MLB3554947347,items_list,https://produto.mercadolivre.com.br/MLB-3554947347-_JM,,,,,,
MLB4333911698,items_list,https://produto.mercadolivre.com.br/MLB-4333911698-_JM,,,,,,
MLB3556590203,items_list,https://produto.mercadolivre.com.br/MLB-3556590203-_JM,,,,,,
MLB3556276271,items_list,https://produto.mercadolivre.com.br/MLB-3556276271-_JM,,,,,,
MLB3556274951,items_list,https://produto.mercadolivre.com.br/MLB-3556274951-_JM,,,,,,
MLB4339948912,items_list,https://produto.mercadolivre.com.br/MLB-4339948912-_JM,,,,,,
MLB4338947238,items_list,https://produto.mercadolivre.com.br/MLB-4338947238-_JM,,,,,,
MLB4338945880,items_list,https://produto.mercadolivre.com.br/MLB-4338945880-_JM,,,,,,
MLB4347571410,items_list,https://produto.mercadolivre.com.br/MLB-4347571410-_JM,,,,,,
MLB4347557818,items_list,https://produto.mercadolivre.com.br/MLB-4347557818-_JM,,,,,,
MLB4347519950,items_list,https://produto.mercadolivre.com.br/MLB-4347519950-_JM,,,,,,
MLB4347507222,items_list,https://produto.mercadolivre.com.br/MLB-4347507222-_JM,,,,,,
MLB4347507166,items_list,https://produto.mercadolivre.com.br/MLB-4347507166-_JM,,,,,,
MLB3560950613,items_list,https://produto.mercadolivre.com.br/MLB-3560950613-_JM,,,,,,
MLB3560937729,items_list,https://produto.mercadolivre.com.br/MLB-3560937729-_JM,,,,,,
MLB3560927125,items_list,https://produto.mercadolivre.com.br/MLB-3560927125-_JM,,,,,,
MLB3560919435,items_list,https://produto.mercadolivre.com.br/MLB-3560919435-_JM,,,,,,
MLB3563032541,items_list,https://produto.mercadolivre.com.br/MLB-3563032541-_JM,,,,,,
MLB4358578268,items_list,https://produto.mercadolivre.com.br/MLB-4358578268-_JM,,,,,,
MLB4368312490,items_list,https://produto.mercadolivre.com.br/MLB-4368312490-_JM,,,,,,
MLB4373987210,items_list,https://produto.mercadolivre.com.br/MLB-4373987210-_JM,,,,,,
MLB4376526122,items_list,https://produto.mercadolivre.com.br/MLB-4376526122-_JM,,,,,,
MLB4376500554,items_list,https://produto.mercadolivre.com.br/MLB-4376500554-_JM,,,,,,
MLB4376500512,items_list,https://produto.mercadolivre.com.br/MLB-4376500512-_JM,,,,,,
MLB4376458448,items_list,https://produto.mercadolivre.com.br/MLB-4376458448-_JM,,,,,,
MLB4376450666,items_list,https://produto.mercadolivre.com.br/MLB-4376450666-_JM,,,,,,
MLB3570832987,items_list,https://produto.mercadolivre.com.br/MLB-3570832987-_JM,,,,,,
MLB3570808407,items_list,https://produto.mercadolivre.com.br/MLB-3570808407-_JM,,,,,,
MLB3570795169,items_list,https://produto.mercadolivre.com.br/MLB-3570795169-_JM,,,,,,
MLB4377918866,items_list,https://produto.mercadolivre.com.br/MLB-4377918866-_JM,,,,,,
MLB4382753224,items_list,https://produto.mercadolivre.com.br/MLB-4382753224-_JM,,,,,,
MLB4384219996,items_list,https://produto.mercadolivre.com.br/MLB-4384219996-_JM,,,,,,
MLB4385454632,items_list,https://produto.mercadolivre.com.br/MLB-4385454632-_JM,,,,,,
MLB4385325680,items_list,https://produto.mercadolivre.com.br/MLB-4385325680-_JM,,,,,,
MLB4392541704,items_list,https://produto.mercadolivre.com.br/MLB-4392541704-_JM,,,,,,
MLB4394528826,items_list,https://produto.mercadolivre.com.br/MLB-4394528826-_JM,,,,,,
MLB3580059535,items_list,https://produto.mercadolivre.com.br/MLB-3580059535-_JM,,,,,,
MLB3582505035,items_list,https://produto.mercadolivre.com.br/MLB-3582505035-_JM,,,,,,
MLB3586637075,items_list,https://produto.mercadolivre.com.br/MLB-3586637075-_JM,,,,,,
MLB4431505174,items_list,https://produto.mercadolivre.com.br/MLB-4431505174-_JM,,,,,,
MLB4440889882,items_list,https://produto.mercadolivre.com.br/MLB-4440889882-_JM,,,,,,
MLB3597167299,items_list,https://produto.mercadolivre.com.br/MLB-3597167299-_JM,,,,,,
MLB3598076791,items_list,https://produto.mercadolivre.com.br/MLB-3598076791-_JM,,,,,,
MLB4456193948,items_list,https://produto.mercadolivre.com.br/MLB-4456193948-_JM,,,,,,
MLB3603185165,items_list,https://produto.mercadolivre.com.br/MLB-3603185165-_JM,,,,,,
MLB3607858673,items_list,https://produto.mercadolivre.com.br/MLB-3607858673-_JM,,,,,,
MLB3609681937,items_list,https://produto.mercadolivre.com.br/MLB-3609681937-_JM,,,,,,
MLB4498801662,items_list,https://produto.mercadolivre.com.br/MLB-4498801662-_JM,,,,,,
MLB3616729761,items_list,https://produto.mercadolivre.com.br/MLB-3616729761-_JM,,,,,,
MLB3617849113,items_list,https://produto.mercadolivre.com.br/MLB-3617849113-_JM,,,,,,
MLB4503993456,items_list,https://produto.mercadolivre.com.br/MLB-4503993456-_JM,,,,,,
MLB4503509106,items_list,https://produto.mercadolivre.com.br/MLB-4503509106-_JM,,,,,,
MLB4503456594,items_list,https://produto.mercadolivre.com.br/MLB-4503456594-_JM,,,,,,
MLB3620400391,items_list,https://produto.mercadolivre.com.br/MLB-3620400391-_JM,,,,,,
MLB4510738446,items_list,https://produto.mercadolivre.com.br/MLB-4510738446-_JM,,,,,,
MLB4509309362,items_list,https://produto.mercadolivre.com.br/MLB-4509309362-_JM,,,,,,
MLB3622246359,items_list,https://produto.mercadolivre.com.br/MLB-3622246359-_JM,,,,,,
MLB3625143103,items_list,https://produto.mercadolivre.com.br/MLB-3625143103-_JM,,,,,,
MLB3801957540,items_list,https://produto.mercadolivre.com.br/MLB-3801957540-_JM,,,,,,
MLB3560937073,items_list,https://produto.mercadolivre.com.br/MLB-3560937073-_JM,,,,,,
MLB4522816898,items_list,https://produto.mercadolivre.com.br/MLB-4522816898-_JM,,,,,,
MLB4530524510,items_list,https://produto.mercadolivre.com.br/MLB-4530524510-_JM,,,,,,
MLB4534199354,items_list,https://produto.mercadolivre.com.br/MLB-4534199354-_JM,,,,,,
MLB4543904406,items_list,https://produto.mercadolivre.com.br/MLB-4543904406-_JM,,,,,,
MLB4543787732,items_list,https://produto.mercadolivre.com.br/MLB-4543787732-_JM,,,,,,
MLB4553568694,items_list,https://produto.mercadolivre.com.br/MLB-4553568694-_JM,,,,,,
MLB4553517640,items_list,https://produto.mercadolivre.com.br/MLB-4553517640-_JM,,,,,,
MLB4553510016,items_list,https://produto.mercadolivre.com.br/MLB-4553510016-_JM,,,,,,
MLB4555440814,items_list,https://produto.mercadolivre.com.br/MLB-4555440814-_JM,,,,,,
MLB4555359476,items_list,https://produto.mercadolivre.com.br/MLB-4555359476-_JM,,,,,,
MLB4565118890,items_list,https://produto.mercadolivre.com.br/MLB-4565118890-_JM,,,,,,
MLB4567827426,items_list,https://produto.mercadolivre.com.br/MLB-4567827426-_JM,,,,,,
MLB4579505424,items_list,https://produto.mercadolivre.com.br/MLB-4579505424-_JM,,,,,,
MLB4583346650,items_list,https://produto.mercadolivre.com.br/MLB-4583346650-_JM,,,,,,
MLB4583346634,items_list,https://produto.mercadolivre.com.br/MLB-4583346634-_JM,,,,,,
MLB4583334458,items_list,https://produto.mercadolivre.com.br/MLB-4583334458-_JM,,,,,,
MLB4583334340,items_list,https://produto.mercadolivre.com.br/MLB-4583334340-_JM,,,,,,
MLB4583282424,items_list,https://produto.mercadolivre.com.br/MLB-4583282424-_JM,,,,,,
MLB4583282410,items_list,https://produto.mercadolivre.com.br/MLB-4583282410-_JM,,,,,,
MLB3649128855,items_list,https://produto.mercadolivre.com.br/MLB-3649128855-_JM,,,,,,
MLB3649090857,items_list,https://produto.mercadolivre.com.br/MLB-3649090857-_JM,,,,,,
MLB3649090051,items_list,https://produto.mercadolivre.com.br/MLB-3649090051-_JM,,,,,,
MLB3649077941,items_list,https://produto.mercadolivre.com.br/MLB-3649077941-_JM,,,,,,
MLB3649077857,items_list,https://produto.mercadolivre.com.br/MLB-3649077857-_JM,,,,,,
MLB3649076949,items_list,https://produto.mercadolivre.com.br/MLB-3649076949-_JM,,,,,,
MLB3649065001,items_list,https://produto.mercadolivre.com.br/MLB-3649065001-_JM,,,,,,
MLB3649064381,items_list,https://produto.mercadolivre.com.br/MLB-3649064381-_JM,,,,,,
MLB3649063865,items_list,https://produto.mercadolivre.com.br/MLB-3649063865-_JM,,,,,,
MLB3649051081,items_list,https://produto.mercadolivre.com.br/MLB-3649051081-_JM,,,,,,
MLB3649039367,items_list,https://produto.mercadolivre.com.br/MLB-3649039367-_JM,,,,,,
MLB3649025521,items_list,https://produto.mercadolivre.com.br/MLB-3649025521-_JM,,,,,,
MLB3649025395,items_list,https://produto.mercadolivre.com.br/MLB-3649025395-_JM,,,,,,
MLB3649025279,items_list,https://produto.mercadolivre.com.br/MLB-3649025279-_JM,,,,,,
MLB3649016523,items_list,https://produto.mercadolivre.com.br/MLB-3649016523-_JM,,,,,,
MLB3649015681,items_list,https://produto.mercadolivre.com.br/MLB-3649015681-_JM,,,,,,
MLB3649015503,items_list,https://produto.mercadolivre.com.br/MLB-3649015503-_JM,,,,,,
MLB3648950385,items_list,https://produto.mercadolivre.com.br/MLB-3648950385-_JM,,,,,,
MLB3648950209,items_list,https://produto.mercadolivre.com.br/MLB-3648950209-_JM,,,,,,
MLB3648924169,items_list,https://produto.mercadolivre.com.br/MLB-3648924169-_JM,,,,,,
MLB3429245911,items_list,https://produto.mercadolivre.com.br/MLB-3429245911-_JM,,,,,,
MLB4593742910,items_list,https://produto.mercadolivre.com.br/MLB-4593742910-_JM,,,,,,
MLB4593610162,items_list,https://produto.mercadolivre.com.br/MLB-4593610162-_JM,,,,,,
MLB4616725964,items_list,https://produto.mercadolivre.com.br/MLB-4616725964-_JM,,,,,,
MLB4616641620,items_list,https://produto.mercadolivre.com.br/MLB-4616641620-_JM,,,,,,
MLB4616250912,items_list,https://produto.mercadolivre.com.br/MLB-4616250912-_JM,,,,,,
MLB3663547479,items_list,https://produto.mercadolivre.com.br/MLB-3663547479-_JM,,,,,,
MLB3663510065,items_list,https://produto.mercadolivre.com.br/MLB-3663510065-_JM,,,,,,
MLB3663457213,items_list,https://produto.mercadolivre.com.br/MLB-3663457213-_JM,,,,,,
MLB3663262893,items_list,https://produto.mercadolivre.com.br/MLB-3663262893-_JM,,,,,,
MLB3663259139,items_list,https://produto.mercadolivre.com.br/MLB-3663259139-_JM,,,,,,
MLB3663222093,items_list,https://produto.mercadolivre.com.br/MLB-3663222093-_JM,,,,,,
MLB4629908482,items_list,https://produto.mercadolivre.com.br/MLB-4629908482-_JM,,,,,,
MLB4639687132,items_list,https://produto.mercadolivre.com.br/MLB-4639687132-_JM,,,,,,
MLB4651392286,items_list,https://produto.mercadolivre.com.br/MLB-4651392286-_JM,,,,,,
MLB4651378284,items_list,https://produto.mercadolivre.com.br/MLB-4651378284-_JM,,,,,,
MLB4653191304,items_list,https://produto.mercadolivre.com.br/MLB-4653191304-_JM,,,,,,
MLB4654753956,items_list,https://produto.mercadolivre.com.br/MLB-4654753956-_JM,,,,,,
MLB3689064839,items_list,https://produto.mercadolivre.com.br/MLB-3689064839-_JM,,,,,,
MLB3690103643,items_list,https://produto.mercadolivre.com.br/MLB-3690103643-_JM,,,,,,
MLB3564688867,items_list,https://produto.mercadolivre.com.br/MLB-3564688867-_JM,,,,,,
MLB4689947162,items_list,https://produto.mercadolivre.com.br/MLB-4689947162-_JM,,,,,,
MLB4688649614,items_list,https://produto.mercadolivre.com.br/MLB-4688649614-_JM,,,,,,
MLB4688638270,items_list,https://produto.mercadolivre.com.br/MLB-4688638270-_JM,,,,,,
MLB4688625640,items_list,https://produto.mercadolivre.com.br/MLB-4688625640-_JM,,,,,,
MLB3715393429,items_list,https://produto.mercadolivre.com.br/MLB-3715393429-_JM,,,,,,
MLB3723188993,items_list,https://produto.mercadolivre.com.br/MLB-3723188993-_JM,,,,,,
MLB3734182445,items_list,https://produto.mercadolivre.com.br/MLB-3734182445-_JM,,,,,,
MLB4940841230,prices,https://produto.mercadolivre.com.br/MLB-4940841230-_JM,,"R$ 109,90",,,21140,17/12/2025 17:59:02
MLB4474227388,prices,https://produto.mercadolivre.com.br/MLB-4474227388-_JM,,"R$ 145,21",,,2,17/12/2025 17:59:02
MLB4855812144,prices,https://produto.mercadolivre.com.br/MLB-4855812144-_JM,,"R$ 78,90",,,424,17/12/2025 17:59:02
MLB3608407949,prices,https://produto.mercadolivre.com.br/MLB-3608407949-_JM,,"R$ 78,90",,,2,17/12/2025 17:59:02
MLB3765831693,prices,https://produto.mercadolivre.com.br/MLB-3765831693-_JM,,"R$ 74,90",,,1,17/12/2025 17:59:02
MLB4862463074,prices,https://produto.mercadolivre.com.br/MLB-4862463074-_JM,,"R$ 59,90",,,1,17/12/2025 17:59:02
MLB3763020787,prices,https://produto.mercadolivre.com.br/MLB-3763020787-_JM,,"R$ 141,34",,,7,17/12/2025 17:59:02
MLB3586859363,prices,https://produto.mercadolivre.com.br/MLB-3586859363-_JM,,"R$ 114,36",,,10941,17/12/2025 17:59:02
MLB4856272462,prices,https://produto.mercadolivre.com.br/MLB-4856272462-_JM,"R$ 69,90","R$ 52,04","25,55%",marketplace_campaign,3980,17/12/2025 17:59:02
MLB4295333992,prices,https://produto.mercadolivre.com.br/MLB-4295333992-_JM,,"R$ 78,90",,,4,17/12/2025 17:59:02
MLB3540740917,prices,https://produto.mercadolivre.com.br/MLB-3540740917-_JM,,"R$ 78,90",,,363,17/12/2025 17:59:02
MLB3608474097,prices,https://produto.mercadolivre.com.br/MLB-3608474097-_JM,"R$ 125,00","R$ 92,49","26,01%",marketplace_campaign,3540,17/12/2025 17:59:02
MLB3765812187,prices,https://produto.mercadolivre.com.br/MLB-3765812187-_JM,,"R$ 78,90",,,3,17/12/2025 17:59:02
MLB3608462841,prices,https://produto.mercadolivre.com.br/MLB-3608462841-_JM,"R$ 121,90","R$ 115,80","5,00%",custom,3354,17/12/2025 17:59:02
MLB3795029527,prices,https://produto.mercadolivre.com.br/MLB-3795029527-_JM,,"R$ 78,90",,,3,17/12/2025 17:59:02
MLB4764266740,prices,https://produto.mercadolivre.com.br/MLB-4764266740-_JM,"R$ 141,34","R$ 118,78","15,96%",custom,2496,17/12/2025 17:59:02
MLB3759854259,prices,https://produto.mercadolivre.com.br/MLB-3759854259-_JM,,"R$ 145,41",,,211,17/12/2025 17:59:02
MLB4294283560,prices,https://produto.mercadolivre.com.br/MLB-4294283560-_JM,,"R$ 78,90",,,3,17/12/2025 17:59:02
MLB3608458303,prices,https://produto.mercadolivre.com.br/MLB-3608458303-_JM,,"R$ 78,90",,,4,17/12/2025 17:59:02
MLB4294221700,prices,https://produto.mercadolivre.com.br/MLB-4294221700-_JM,,"R$ 74,90",,,0,17/12/2025 17:59:02
MLB4957139486,prices,https://produto.mercadolivre.com.br/MLB-4957139486-_JM,,"R$ 78,90",,,865,17/12/2025 17:59:02
MLB3808709281,prices,https://produto.mercadolivre.com.br/MLB-3808709281-_JM,,"R$ 74,90",,,3,17/12/2025 17:59:02
MLB3797136401,prices,https://produto.mercadolivre.com.br/MLB-3797136401-_JM,,"R$ 74,90",,,0,17/12/2025 17:59:02
MLB5024046026,prices,https://produto.mercadolivre.com.br/MLB-5024046026-_JM,,"R$ 109,90",,,10532,17/12/2025 17:59:02
MLB3827439553,prices,https://produto.mercadolivre.com.br/MLB-3827439553-_JM,,"R$ 119,90",,,891,17/12/2025 17:59:02
MLB5048918168,prices,https://produto.mercadolivre.com.br/MLB-5048918168-_JM,,"R$ 71,90",,,3968,17/12/2025 17:59:02
MLB3829113219,prices,https://produto.mercadolivre.com.br/MLB-3829113219-_JM,"R$ 99,90","R$ 59,94","40,00%",custom,396,17/12/2025 17:59:02
MLB3829071979,prices,https://produto.mercadolivre.com.br/MLB-3829071979-_JM,,"R$ 89,90",,,221,17/12/2025 17:59:02
MLB3808670457,prices,https://produto.mercadolivre.com.br/MLB-3808670457-_JM,,"R$ 59,90",,,0,17/12/2025 17:59:02
MLB3807514147,prices,https://produto.mercadolivre.com.br/MLB-3807514147-_JM,"R$ 78,90","R$ 74,95","5,01%",custom,1547,17/12/2025 17:59:02
MLB3797163455,prices,https://produto.mercadolivre.com.br/MLB-3797163455-_JM,,"R$ 78,90",,,2912,17/12/2025 17:59:02
MLB4959228884,prices,https://produto.mercadolivre.com.br/MLB-4959228884-_JM,"R$ 109,90","R$ 72,80","33,76%",marketplace_campaign,7141,17/12/2025 17:59:02
MLB3827374615,prices,https://produto.mercadolivre.com.br/MLB-3827374615-_JM,,"R$ 74,90",,,2,17/12/2025 17:59:02
MLB5024258156,prices,https://produto.mercadolivre.com.br/MLB-5024258156-_JM,,"R$ 69,90",,,14,17/12/2025 17:59:02
MLB3797152611,prices,https://produto.mercadolivre.com.br/MLB-3797152611-_JM,"R$ 69,90","R$ 53,85","22,96%",campaign,2447,17/12/2025 17:59:02
MLB5024082950,prices,https://produto.mercadolivre.com.br/MLB-5024082950-_JM,,"R$ 99,90",,,12,17/12/2025 17:59:02
MLB5010827744,prices,https://produto.mercadolivre.com.br/MLB-5010827744-_JM,,"R$ 69,90",,,0,17/12/2025 17:59:02
MLB3797217053,prices,https://produto.mercadolivre.com.br/MLB-3797217053-_JM,,"R$ 77,90",,,3527,17/12/2025 17:59:02
MLB4957154166,prices,https://produto.mercadolivre.com.br/MLB-4957154166-_JM,"R$ 78,90","R$ 65,95","16,41%",marketplace_campaign,1004,17/12/2025 17:59:02
MLB4979956042,prices,https://produto.mercadolivre.com.br/MLB-4979956042-_JM,"R$ 77,90","R$ 68,32","12,30%",custom,809,17/12/2025 17:59:02
MLB5077456798,prices,https://produto.mercadolivre.com.br/MLB-5077456798-_JM,,"R$ 109,90",,,2856,17/12/2025 17:59:02
MLB3856835693,prices,https://produto.mercadolivre.com.br/MLB-3856835693-_JM,"R$ 109,90","R$ 70,71","35,66%",marketplace_campaign,1637,17/12/2025 17:59:02
MLB5062147090,prices,https://produto.mercadolivre.com.br/MLB-5062147090-_JM,"R$ 109,90","R$ 67,08","38,96%",marketplace_campaign,3929,17/12/2025 17:59:02
MLB3850563077,prices,https://produto.mercadolivre.com.br/MLB-3850563077-_JM,"R$ 78,90","R$ 74,20","5,96%",campaign,2394,17/12/2025 17:59:02
MLB3851756491,prices,https://produto.mercadolivre.com.br/MLB-3851756491-_JM,,"R$ 145,23",,,1460,17/12/2025 17:59:02
MLB3850536583,prices,https://produto.mercadolivre.com.br/MLB-3850536583-_JM,"R$ 78,90","R$ 64,49","18,26%",marketplace_campaign,4072,17/12/2025 17:59:02
MLB3842665845,prices,https://produto.mercadolivre.com.br/MLB-3842665845-_JM,"R$ 69,90","R$ 58,57","16,21%",custom,623,17/12/2025 17:59:02
